t;sucrose_input_rate
2294;1.22429201660639e-10
2295;9.52116667941959e-11
2296;7.26291396037329e-11
2297;5.33542023918292e-11
2298;3.82234064199137e-11
2299;2.46771545754339e-11
2300;1.3421103780607e-11
2301;4.03086253529624e-12
2302;-3.88662688872835e-12
2303;-1.02835875187863e-11
2304;-1.55513559046978e-11
2305;1.68397999771025e-11
2306;5.48736374170548e-11
2307;8.82332808057631e-11
2308;1.17068965802937e-10
2309;1.41960987906882e-10
2310;1.63366299260961e-10
2311;1.81675857885514e-10
2312;1.97012171284509e-10
2313;2.07712572229603e-10
2314;2.16598758480057e-10
2315;2.22492441902187e-10
2316;2.28882452219855e-10
2317;1.55107946577786e-10
2318;1.19196341225279e-10
2319;8.98995380929258e-11
2320;6.79267328873849e-11
2321;5.33465358872798e-11
2322;4.11149829237898e-11
2323;3.09136539557522e-11
2324;2.14497977353813e-11
2325;1.35726525242535e-11
2326;7.00682660526179e-12
2327;2.06457203903249e-12
2328;-2.13961606946728e-12
2329;1.52222964261765e-11
2330;3.99197429842595e-11
2331;6.60515001975454e-11
2332;9.24132424903325e-11
2333;1.17552604107347e-10
2334;1.40745280580453e-10
2335;1.63116822861605e-10
2336;1.81081549893835e-10
2337;1.96496077371686e-10
2338;2.09598922698083e-10
2339;2.20737483115691e-10
2340;2.30049601804373e-10
2341;1.75017745614611e-10
2342;1.51137986421417e-10
2343;1.28041862131471e-10
2344;1.06990549238678e-10
2345;8.82468318650375e-11
2346;6.92863102710171e-11
2347;5.36561747243826e-11
2348;4.02909906709339e-11
2349;2.88511237846983e-11
2350;1.90498843817486e-11
2351;1.06223286983514e-11
2352;3.40953493379418e-12
2353;2.177495851489e-11
2354;4.61667610212888e-11
2355;6.93728603610663e-11
2356;9.39345190314434e-11
2357;1.167391024588e-10
2358;1.3728725435827e-10
2359;1.55362614802978e-10
2360;1.71116062797985e-10
2361;1.84270713516915e-10
2362;2.01780900484136e-10
2363;2.15257031143364e-10
2364;2.25782656709452e-10
2365;1.676087584024e-10
2366;1.41540509826363e-10
2367;1.17665358931423e-10
2368;9.65624332496748e-11
2369;7.8039319187116e-11
2370;6.19920819660469e-11
2371;4.82685851553527e-11
2372;3.78081276854489e-11
2373;2.75632171353075e-11
2374;1.8880016583831e-11
2375;1.14981756573061e-11
2376;5.18945370277208e-12
2377;2.89256548416908e-11
2378;5.82490115223864e-11
2379;8.53320002415515e-11
2380;1.10529889039863e-10
2381;1.33262648820632e-10
2382;1.53325533536323e-10
2383;1.70743063884411e-10
2384;1.8693100461103e-10
2385;2.00183494447207e-10
2386;2.1090464571446e-10
2387;2.19568734615864e-10
2388;2.25925790142738e-10
2389;1.62868116517264e-10
2390;1.32690617304483e-10
2391;1.08024443556188e-10
2392;8.68035779750018e-11
2393;6.86763701684662e-11
2394;5.33334694160579e-11
2395;4.0331389745967e-11
2396;2.93286590379412e-11
2397;2.00180043590856e-11
2398;1.21056824419771e-11
2399;5.3766236859882e-12
2400;-3.75988941318894e-13
2401;2.73122963741442e-11
2402;5.89893499334286e-11
2403;8.74834812422847e-11
2404;1.13122228593155e-10
2405;1.35305567714188e-10
2406;1.541998709749e-10
2407;1.705896191745e-10
2408;1.84071426252855e-10
2409;1.96493434949671e-10
2410;2.05534244533317e-10
2411;2.13078049418667e-10
2412;2.19167533533065e-10
2413;1.53724877307419e-10
2414;1.23427799977054e-10
2415;9.80704202767745e-11
2416;7.695579728857e-11
2417;5.93965564726564e-11
2418;4.47814506591051e-11
2419;3.26463336749761e-11
2420;2.25078652751532e-11
2421;1.39907904004854e-11
2422;6.84564666511855e-12
2423;8.05007409432897e-13
2424;-4.25513476025534e-12
2425;2.52110439589194e-11
2426;5.81360456311302e-11
2427;8.7819897665696e-11
2428;1.1162753978484e-10
2429;1.34140997096939e-10
2430;1.53254042010352e-10
2431;1.69416348343011e-10
2432;1.82862095348764e-10
2433;1.93941514651512e-10
2434;2.03063101886303e-10
2435;2.10613450410236e-10
2436;2.1679451314318e-10
2437;1.50688850025894e-10
2438;1.20023484931882e-10
2439;9.46518469091908e-11
2440;7.41284125019299e-11
2441;5.70792421452423e-11
2442;4.30603359572076e-11
2443;3.18011517104132e-11
2444;2.2175184331217e-11
2445;1.4152387732e-11
2446;7.49759507856817e-12
2447;1.89140116248449e-12
2448;-2.78648102746659e-12
2449;2.55217499006775e-11
2450;6.13808284337487e-11
2451;9.23427104295203e-11
2452;1.19211634450342e-10
2453;1.42123477932865e-10
2454;1.61558748110926e-10
2455;1.77886268655534e-10
2456;1.91260898952771e-10
2457;2.02375963943094e-10
2458;2.1159566880551e-10
2459;2.19220499478202e-10
2460;2.24658846159187e-10
2461;1.56200089271093e-10
2462;1.24830695570835e-10
2463;9.93038231722962e-11
2464;7.85531530522446e-11
2465;6.16681487544833e-11
2466;4.7869581543405e-11
2467;3.65890618323782e-11
2468;2.73055593898602e-11
2469;1.96561815471942e-11
2470;1.33164378744768e-11
2471;8.04487920056134e-12
2472;3.67055250806065e-12
2473;1.15122705590457e-11
2474;2.72991179690313e-11
2475;5.36893516039105e-11
2476;8.21396154335112e-11
2477;1.10329182359528e-10
2478;1.36892293871349e-10
2479;1.60851874634064e-10
2480;1.81845738963154e-10
2481;1.99687724394497e-10
2482;2.1451599786925e-10
2483;2.2703657617721e-10
2484;2.37015591341498e-10
2485;1.99899600119734e-10
2486;1.87926491904264e-10
2487;1.71547082161569e-10
2488;1.5494915410483e-10
2489;1.37570040946364e-10
2490;1.22838646358025e-10
2491;1.0990269101064e-10
2492;9.86330706590175e-11
2493;8.88430028514176e-11
2494;8.03510111042099e-11
2495;7.29949115233424e-11
2496;6.66400038157961e-11
2497;7.79263343950044e-11
2498;9.03201497843845e-11
2499;1.09917847714495e-10
2500;1.32786989446432e-10
2501;1.55610275047925e-10
2502;1.76979711372138e-10
2503;1.96113029989751e-10
2504;2.13836757451881e-10
2505;2.28549584642838e-10
2506;2.40408543859292e-10
2507;2.49847426030496e-10
2508;2.56956986849949e-10
2509;2.12199545399417e-10
2510;1.97601792197279e-10
2511;1.79812512622171e-10
2512;1.61767992056606e-10
2513;1.44528803162147e-10
2514;1.28812912169864e-10
2515;1.14726956819346e-10
2516;1.02527915699543e-10
2517;9.21165578153704e-11
2518;8.31437456402443e-11
2519;7.55024379612564e-11
2520;6.90304786848607e-11
2521;8.31249847653772e-11
2522;9.79118625061361e-11
2523;1.19083274215306e-10
2524;1.42879230564522e-10
2525;1.6505922132643e-10
2526;1.86928938012169e-10
2527;2.06052157543307e-10
2528;2.22203609028966e-10
2529;2.35445462552224e-10
2530;2.46168298573115e-10
2531;2.54761472730884e-10
2532;2.61688937198187e-10
2533;2.14008560092734e-10
2534;1.96777594952985e-10
2535;1.76616881581734e-10
2536;1.5656691595335e-10
2537;1.380480265064e-10
2538;1.21627140144962e-10
2539;1.07348688374227e-10
2540;9.37886101804228e-11
2541;8.20762099969715e-11
2542;7.2548923933115e-11
2543;6.48016699397391e-11
2544;5.85598379266768e-11
2545;7.34964614664438e-11
2546;9.13092676071193e-11
2547;1.14813144739713e-10
2548;1.40606518067555e-10
2549;1.62749491383386e-10
2550;1.82035386646915e-10
2551;1.98792968299294e-10
2552;2.14737115006571e-10
2553;2.27763162929137e-10
2554;2.38227486566429e-10
2555;2.46541657192429e-10
2556;2.53245478440778e-10
2557;2.04342701066791e-10
2558;1.85236132366841e-10
2559;1.63964177595042e-10
2560;1.43377132509221e-10
2561;1.24781639526586e-10
2562;1.08645499268787e-10
2563;9.49536742683697e-11
2564;8.3479869356237e-11
2565;7.87988565783701e-11
2566;7.26241762229402e-11
2567;6.84866889976961e-11
2568;6.44414759845736e-11
2569;8.32239688383712e-11
2570;1.04245417310198e-10
2571;1.30143089275984e-10
2572;1.56756259049258e-10
2573;1.81385693114783e-10
2574;2.02585828227588e-10
2575;2.20212186127588e-10
2576;2.34695513708862e-10
2577;2.46138212934327e-10
2578;2.55105932372269e-10
2579;2.6226540213232e-10
2580;2.68034703122894e-10
2581;2.10877778183708e-10
2582;1.88502305226483e-10
2583;1.64190316394755e-10
2584;1.42258033414934e-10
2585;1.2320044384336e-10
2586;1.07035850015748e-10
2587;9.36990010412703e-11
2588;8.28697919245779e-11
2589;7.40174239259429e-11
2590;6.67554737228501e-11
2591;6.07800945382554e-11
2592;5.59220853925318e-11
2593;8.11477811134944e-11
2594;1.07965821785072e-10
2595;1.37299336265146e-10
2596;1.65467942245569e-10
2597;1.90633458782393e-10
2598;2.11954047203669e-10
2599;2.27781070413903e-10
2600;2.42490888376252e-10
2601;2.53748477332792e-10
2602;2.62597385098965e-10
2603;2.69450765278562e-10
2604;2.75143107105457e-10
2605;2.12784707563637e-10
2606;1.87082350573094e-10
2607;1.62146840568622e-10
2608;1.39996479247786e-10
2609;1.21187137245888e-10
2610;1.05441807255897e-10
2611;9.25922281526075e-11
2612;8.22498343592148e-11
2613;7.38329292595975e-11
2614;6.70161649589855e-11
2615;6.14959040543672e-11
2616;5.81460096034473e-11
2617;9.42168563876437e-11
2618;1.26848828519345e-10
2619;1.58367637669706e-10
2620;1.870539887001e-10
2621;2.112301263953e-10
2622;2.31249298458214e-10
2623;2.47340680234694e-10
2624;2.60352673741027e-10
2625;2.70369465044362e-10
2626;2.77639911628663e-10
2627;2.83284607090409e-10
2628;2.88285227932131e-10
2629;2.14272316088401e-10
2630;1.8344763555824e-10
2631;1.56410221705627e-10
2632;1.3378065412264e-10
2633;1.1396178329717e-10
2634;9.95575689674823e-11
2635;8.80223395069329e-11
2636;7.87547152916962e-11
2637;7.15048998685876e-11
2638;6.58107684278865e-11
2639;6.1317078422693e-11
2640;5.77485151389666e-11
2641;1.0162587361667e-10
2642;1.3973728055418e-10
2643;1.74143608573615e-10
2644;2.04011589633361e-10
2645;2.28622398609876e-10
2646;2.48267123334159e-10
2647;2.6370684772098e-10
2648;2.75348251312111e-10
2649;2.84376765666635e-10
2650;2.91925874302715e-10
2651;2.91618250524768e-10
2652;2.94177341799238e-10
2653;2.10668396139079e-10
2654;1.74531126076385e-10
2655;1.44998025927879e-10
2656;1.21021294638299e-10
2657;1.01970072221945e-10
2658;8.91742739864843e-11
2659;7.66186932846043e-11
2660;6.68242212932407e-11
2661;5.92033801068797e-11
2662;5.30881750395151e-11
2663;4.79895043371423e-11
2664;4.45172711657643e-11
2665;9.2031319223597e-11
2666;1.34052749405103e-10
2667;1.69885791488947e-10
2668;1.99844580220867e-10
2669;2.24093646484098e-10
2670;2.42886742681166e-10
2671;2.57800563739587e-10
2672;2.6723157130213e-10
2673;2.76133433637381e-10
2674;2.82614997573002e-10
2675;2.87335280549897e-10
2676;2.91049158993769e-10
2677;2.05401551548809e-10
2678;1.67699692866642e-10
2679;1.37349032338511e-10
2680;1.13244277837199e-10
2681;9.44290451359174e-11
2682;8.07766527729028e-11
2683;6.89224532074447e-11
2684;5.96585069322234e-11
2685;5.23704098748058e-11
2686;4.66111636595381e-11
2687;4.20096061285281e-11
2688;3.82848888162972e-11
2689;8.9487990657332e-11
2690;1.33379245704449e-10
2691;1.7132366320901e-10
2692;2.04554919948199e-10
2693;2.31448836870935e-10
2694;2.53627858700732e-10
2695;2.6955220011888e-10
2696;2.81414350285905e-10
2697;2.90536321004943e-10
2698;2.97052125235373e-10
2699;3.01913770214879e-10
2700;3.05721048482677e-10
2701;2.13849626571828e-10
2702;1.74557595588113e-10
2703;1.43511237427404e-10
2704;1.19179735381622e-10
2705;1.00196601548882e-10
2706;8.54662207334101e-11
2707;7.40859020449716e-11
2708;6.51025288992608e-11
2709;5.88952442686562e-11
2710;5.34048948818752e-11
2711;4.89769762839359e-11
2712;4.53418436854635e-11
2713;1.02035615005906e-10
2714;1.51117384478806e-10
2715;1.89949849389281e-10
2716;2.21037712624136e-10
2717;2.45529352383011e-10
2718;2.64276845846938e-10
2719;2.78570453504412e-10
2720;2.87901938055369e-10
2721;2.96857147682323e-10
2722;3.03514929845263e-10
2723;3.08250424139373e-10
2724;3.19259454142198e-10
2725;2.17213124858839e-10
2726;1.73125726267616e-10
2727;1.38201135444597e-10
2728;1.13471274444227e-10
2729;9.42987747178175e-11
2730;8.15974010761104e-11
2731;7.21982263846039e-11
2732;6.46954182382704e-11
2733;5.87626479112311e-11
2734;5.40351978885516e-11
2735;5.02259495104032e-11
2736;4.71116192662986e-11
2737;1.14893926985413e-10
2738;1.71464655870613e-10
2739;2.13786257618141e-10
2740;2.43979835323157e-10
2741;2.66091301644325e-10
2742;2.83220942955053e-10
2743;2.96019070369963e-10
2744;3.07556157941735e-10
2745;3.14875718970741e-10
2746;3.20790622514817e-10
2747;3.25207144110814e-10
2748;3.28310887099894e-10
2749;2.18175788912469e-10
2750;1.70616187733619e-10
2751;1.35673786598646e-10
2752;1.09636167879178e-10
2753;9.04838910727764e-11
2754;7.61722100857669e-11
2755;6.54858350458164e-11
2756;5.74412164927424e-11
2757;4.85233627306914e-11
2758;4.5015005279984e-11
2759;4.20220771565348e-11
2760;3.94783390659946e-11
2761;1.09649205307607e-10
2762;1.71499833410282e-10
2763;2.1656195825668e-10
2764;2.5022593476654e-10
2765;2.75694907595187e-10
2766;2.93369917636513e-10
2767;3.07623085575237e-10
2768;3.177750855051e-10
2769;3.27537546295516e-10
2770;3.34546390412073e-10
2771;3.39598882841029e-10
2772;3.41287413792003e-10
2773;2.24068149632224e-10
2774;1.73465768332062e-10
2775;1.39924049798758e-10
2776;1.11973536818616e-10
2777;9.3125480518199e-11
2778;7.75600919191244e-11
2779;6.62669071317977e-11
2780;5.7816503135442e-11
2781;5.15511153990495e-11
2782;4.68673255292063e-11
2783;4.32828481988366e-11
2784;4.04801406135954e-11
2785;1.17184525452225e-10
2786;1.85882732876408e-10
2787;2.35713134648703e-10
2788;2.72104843813114e-10
2789;2.9839052398445e-10
2790;3.17485341162582e-10
2791;3.31490217338977e-10
2792;3.42318328956663e-10
2793;3.47934261318891e-10
2794;3.54836167964476e-10
2795;3.11695224170216e-10
2796;3.05467353356107e-10
2797;2.36795641658834e-10
2798;2.06686145313871e-10
2799;1.77245016679895e-10
2800;1.51848396444747e-10
2801;1.31144298618413e-10
2802;1.14478214801986e-10
2803;1.0175375943515e-10
2804;9.18074058124973e-11
2805;8.40544411365541e-11
2806;7.80033563057572e-11
2807;7.32508802836891e-11
2808;6.9499442831711e-11
2809;1.10132610850821e-10
2810;1.5933280782048e-10
2811;2.09478970004104e-10
2812;2.53301885273167e-10
2813;2.87415945151431e-10
2814;3.12680664564791e-10
2815;3.30957770264305e-10
2816;3.44412458915204e-10
2817;3.53737304450668e-10
2818;3.60114873999941e-10
2819;3.64588405928751e-10
2820;3.6850560760299e-10
2821;2.75693998084687e-10
2822;2.31064738622019e-10
2823;1.91283170692028e-10
2824;1.58716233547388e-10
2825;1.30877334458004e-10
2826;1.12987539357467e-10
2827;9.92142227911731e-11
2828;8.86048887601953e-11
2829;8.04896274414816e-11
2830;7.43050567650218e-11
2831;6.95346554165872e-11
2832;6.58140919190708e-11
2833;1.13981320864848e-10
2834;1.69726355193635e-10
2835;2.22356210182988e-10
2836;2.69609917367844e-10
2837;3.04335622456596e-10
2838;3.22967681045258e-10
2839;3.35562829720451e-10
2840;3.45474641870293e-10
2841;3.53856254399637e-10
2842;3.57373023023347e-10
2843;3.6006695690123e-10
2844;3.62494991798343e-10
2845;2.57375068963545e-10
2846;2.06981537947532e-10
2847;1.65658740143769e-10
2848;1.33710306490256e-10
2849;1.09675856263579e-10
2850;9.18297612181244e-11
2851;7.86389101534336e-11
2852;6.88866749866548e-11
2853;6.16430963497276e-11
2854;5.61301571576113e-11
2855;5.20278637788384e-11
2856;4.90071163771025e-11
2857;1.05448506961801e-10
2858;1.69330110038307e-10
2859;2.24083970853616e-10
2860;2.67331862208492e-10
2861;2.99676558744199e-10
2862;3.21728291828393e-10
2863;3.37055056952559e-10
2864;3.47929836267772e-10
2865;3.55002666679918e-10
2866;3.59871270306554e-10
2867;3.63386007224839e-10
2868;3.66132052390044e-10
2869;2.52758209379674e-10
2870;2.00363503342138e-10
2871;1.59296155193512e-10
2872;1.28158302739964e-10
2873;1.07473154976093e-10
2874;8.99216565086538e-11
2875;7.72047223533226e-11
2876;6.79689690366203e-11
2877;6.11980040350273e-11
2878;5.61569705434304e-11
2879;5.22744717887687e-11
2880;4.93743529342707e-11
2881;1.17030735742852e-10
2882;1.83242742506121e-10
2883;2.37049502040121e-10
2884;2.78992240153068e-10
2885;3.09539036905306e-10
2886;3.31239013566791e-10
2887;3.45409536028835e-10
2888;3.55955324877421e-10
2889;3.62322001906476e-10
2890;3.64112120589058e-10
2891;3.68746030235309e-10
2892;3.71864633889559e-10
2893;2.50628984823157e-10
2894;1.95781156855177e-10
2895;1.54702934514519e-10
2896;1.24424031198228e-10
2897;1.02497321939088e-10
2898;8.69410472765506e-11
2899;7.5635544707298e-11
2900;6.74157951847116e-11
2901;6.13971257902428e-11
2902;5.69545933403938e-11
2903;5.36147273972728e-11
2904;5.1072110157833e-11
2905;1.26890883842827e-10
2906;1.96814181464546e-10
2907;2.53533718836679e-10
2908;2.93106731060805e-10
2909;3.21384471433951e-10
2910;3.47501381734224e-10
2911;3.66837137387198e-10
2912;3.7964620194059e-10
2913;3.88836605720266e-10
2914;3.95341004854898e-10
2915;4.00068776831152e-10
2916;4.07913803083318e-10
2917;2.71833626787216e-10
2918;2.13566324130571e-10
2919;1.74535829478134e-10
2920;1.44147993087023e-10
2921;1.22745665962861e-10
2922;1.07291704428356e-10
2923;9.64730877024010e-11
2924;8.69429549685226e-11
2925;7.46532525779808e-11
2926;6.69744671254418e-11
2927;6.13415912505933e-11
2928;5.7464547735087e-11
2929;1.46718397699217e-10
2930;2.21067870724693e-10
2931;2.75145510385433e-10
2932;3.13768662529534e-10
2933;3.4094672326952e-10
2934;3.59399053432662e-10
2935;3.71186173748215e-10
2936;3.79807713190989e-10
2937;3.84809338456225e-10
2938;3.88464497870636e-10
2939;3.91737550388478e-10
2940;3.93546800510116e-10
2941;2.49116554874654e-10
2942;1.88486643416036e-10
2943;1.45255990954813e-10
2944;1.19070836795976e-10
2945;1.00998314994058e-10
2946;8.81098169186556e-11
2947;7.96752010568397e-11
2948;7.21404770057743e-11
2949;6.65708751205655e-11
2950;6.23452371922831e-11
2951;5.90508421180145e-11
2952;5.63711519764208e-11
2953;1.53730542641773e-10
2954;2.32156420471156e-10
2955;2.86027714355335e-10
2956;3.22704173727618e-10
2957;3.47615346641765e-10
2958;3.64535387284086e-10
2959;3.7604750130224e-10
2960;3.83223578828742e-10
2961;3.84482723410095e-10
2962;3.8944590916317e-10
2963;3.92496573865053e-10
2964;3.94869001540268e-10
2965;2.43147129207783e-10
2966;1.77944455161658e-10
2967;1.32005591534526e-10
2968;1.04524150779123e-10
2969;8.58455699592954e-11
2970;7.29370356730132e-11
2971;6.4000207713015e-11
2972;5.77427130850312e-11
2973;5.31515915035159e-11
2974;4.99582887897212e-11
2975;4.73922227273965e-11
2976;4.52957523694765e-11
2977;1.46308304349366e-10
2978;2.29799659424549e-10
2979;2.85319062036227e-10
2980;3.2242713781191e-10
2981;3.47824110887587e-10
2982;3.59131169212859e-10
2983;3.74031627375532e-10
2984;3.82609345582365e-10
2985;3.88024546579849e-10
2986;3.91425073374099e-10
2987;3.91573901932596e-10
2988;3.88091927944557e-10
2989;2.30870327347084e-10
2990;1.61651914338688e-10
2991;1.17070362956823e-10
2992;8.7588571330147e-11
2993;6.82275835026926e-11
2994;5.52404365747134e-11
2995;4.63255138188251e-11
2996;4.00982473075074e-11
2997;3.56581321590131e-11
2998;3.24175246457887e-11
2999;2.99703161876527e-11
3000;2.80352234570662e-11
3001;1.32528945770122e-10
3002;2.2074362550686e-10
3003;2.76827515291207e-10
3004;3.13113696350409e-10
3005;3.37565917172489e-10
3006;2.5078448079675e-10
3007;2.50213697282593e-10
3008;2.85865358133337e-10
3009;3.1881220709789e-10
3010;3.44499618491314e-10
3011;3.62814280471065e-10
3012;3.75363261413359e-10
3013;3.04336365016869e-10
3014;2.62722347186519e-10
3015;2.18078072711414e-10
3016;1.79185045561074e-10
3017;1.40668089099286e-10
3018;1.12176329744616e-10
3019;9.27596313353935e-11
3020;7.91479981058152e-11
3021;6.95155052429995e-11
3022;6.26047265514335e-11
3023;5.78513742774896e-11
3024;5.43280242520022e-11
3025;7.13994584041013e-11
3026;1.21990154251935e-10
3027;1.82093979689265e-10
3028;2.35090184612068e-10
3029;2.7625840087862e-10
3030;3.06156517771032e-10
3031;3.25762424945159e-10
3032;3.40091325800186e-10
3033;3.49402049404002e-10
3034;3.55119992951669e-10
3035;3.58568814375798e-10
3036;3.61281096254074e-10
3037;2.83446643956456e-10
3038;2.37580260498958e-10
3039;1.91096996115117e-10
3040;1.51679688544077e-10
3041;1.20836378545428e-10
3042;9.76667694601693e-11
3043;8.06095447239437e-11
3044;6.82458893422458e-11
3045;6.3440851890932e-11
3046;5.98344584887727e-11
3047;5.70042225745425e-11
3048;5.6374240193537e-11
3049;7.62699998337877e-11
3050;1.27693673142461e-10
3051;1.87051498582471e-10
3052;2.39844214936524e-10
3053;2.82138430893833e-10
3054;3.13402784998769e-10
3055;3.35113326857499e-10
3056;3.49716865903074e-10
3057;3.59190344806389e-10
3058;3.650365396965e-10
3059;3.68473229944998e-10
3060;3.70878389416079e-10
3061;2.87595263912435e-10
3062;2.39655754145545e-10
3063;1.93288401031686e-10
3064;1.54879343982128e-10
3065;1.24619790197386e-10
3066;1.0150807271631e-10
3067;8.43974033758183e-11
3068;7.14422191845353e-11
3069;6.18661991392286e-11
3070;5.45091988775777e-11
3071;4.87991577434471e-11
3072;4.13967696193042e-11
3073;6.5296894374516e-11
3074;1.19965922400157e-10
3075;1.79059712861094e-10
3076;2.30674525410406e-10
3077;2.70218785886556e-10
3078;2.99326942686395e-10
3079;3.12046493821212e-10
3080;3.20882229947741e-10
3081;3.29358844537718e-10
3082;3.34719769439918e-10
3083;3.37839660639248e-10
3084;3.39570136305984e-10
3085;2.53753138535833e-10
3086;2.04572554816003e-10
3087;1.57840569082958e-10
3088;1.18827007722328e-10
3089;8.79682472339973e-11
3090;6.47891412471466e-11
3091;5.09021637821015e-11
3092;3.60065407716829e-11
3093;2.50184125768137e-11
3094;1.67508308952494e-11
3095;1.04047344661224e-11
3096;1.96362891470108e-11
3097;5.87276655307425e-11
3098;1.2222457736688e-10
3099;1.84656078499377e-10
3100;2.37179024001926e-10
3101;2.77298877342171e-10
3102;3.06056302459376e-10
3103;3.25734556176354e-10
3104;3.46449877554285e-10
3105;3.60881559246768e-10
3106;3.69891209853541e-10
3107;3.75435917480304e-10
3108;3.73835714148699e-10
3109;2.7666984017869e-10
3110;2.24970332320339e-10
3111;1.77734862658523e-10
3112;1.39259319626213e-10
3113;1.09021165774063e-10
3114;7.96417540226607e-11
3115;5.89508263030479e-11
3116;4.44743786801423e-11
3117;3.38996406973236e-11
3118;2.61334838352238e-11
3119;2.02549594384962e-11
3120;1.57279973650203e-11
3121;5.18016070325043e-11
3122;1.13014943278779e-10
3123;1.73171485106094e-10
3124;2.28328400492189e-10
3125;2.66450380733902e-10
3126;2.95027611288567e-10
3127;3.15025627105471e-10
3128;3.29116333997231e-10
3129;3.37551531521675e-10
3130;3.42847721603152e-10
3131;3.46232239840552e-10
3132;3.48493522091001e-10
3133;2.46159071114234e-10
3134;1.91725494788732e-10
3135;1.44392534871403e-10
3136;1.07410229987042e-10
3137;7.89204831263062e-11
3138;5.734690959931e-11
3139;4.11161973923026e-11
3140;2.42862155331897e-11
3141;1.7267310473116e-11
3142;1.14950737817389e-11
3143;6.84852393893567e-12
3144;3.04115211508055e-12
3145;4.5895776597897e-11
3146;1.09187020527513e-10
3147;1.670316992187e-10
3148;2.16062300872573e-10
3149;2.55604956952028e-10
3150;2.84086889989432e-10
3151;3.0436637334066e-10
3152;3.19050522979845e-10
3153;3.28454112760982e-10
3154;3.34247445472139e-10
3155;3.38192891689752e-10
3156;3.43757021916917e-10
3157;2.33980133179204e-10
3158;1.77136689222795e-10
3159;1.31067035399858e-10
3160;9.56984009165253e-11
3161;6.87231487530779e-11
3162;4.83434723943199e-11
3163;3.30524951472198e-11
3164;2.1437416290525e-11
3165;1.26009366075693e-11
3166;5.93465952905396e-12
3167;6.9254371338696e-13
3168;-3.28769851843931e-12
3169;4.69803482900504e-11
3170;1.14574767740954e-10
3171;1.72175321466231e-10
3172;2.15584750618297e-10
3173;2.54946480031279e-10
3174;2.84138299663529e-10
3175;3.05326307719821e-10
3176;3.20448071495016e-10
3177;3.34874472106216e-10
3178;3.46042439718462e-10
3179;3.54326224590852e-10
3180;3.64323804410911e-10
3181;2.48547875660347e-10
3182;1.89601990040631e-10
3183;1.42551960651013e-10
3184;1.07288206017715e-10
3185;8.06759599566275e-11
3186;6.08077396024568e-11
3187;4.58301307385343e-11
3188;3.79242791465867e-11
3189;2.7880482433711e-11
3190;2.03733098390285e-11
3191;1.46902074446677e-11
3192;1.02601866957365e-11
3193;7.20790229570575e-11
3194;1.45604528314928e-10
3195;2.06073716664785e-10
3196;2.54381601851609e-10
3197;2.92103293184047e-10
3198;3.21027072287959e-10
3199;3.42544702936945e-10
3200;3.58899258378719e-10
3201;3.70179646885831e-10
3202;3.78032489856636e-10
3203;3.83692250783872e-10
3204;3.8347374591482e-10
3205;2.55116953549018e-10
3206;1.94667900653391e-10
3207;1.47854600778645e-10
3208;1.13221918291242e-10
3209;8.72511306052409e-11
3210;6.774812127395e-11
3211;5.31167724424974e-11
3212;4.19445924651272e-11
3213;3.33852947705789e-11
3214;2.68169510841363e-11
3215;2.16576388826252e-11
3216;1.75669308014452e-11
3217;8.82357263467159e-11
3218;1.66622937349657e-10
3219;2.28158965096489e-10
3220;2.87496304975951e-10
3221;3.3169376922173e-10
3222;3.5771497007491e-10
3223;3.75603001445705e-10
3224;3.87659940247493e-10
3225;3.9631705380374e-10
3226;4.02696957455751e-10
3227;4.07640567179034e-10
3228;4.11229052539704e-10
3229;2.59196206195408e-10
3230;1.89725135861743e-10
3231;1.40321665763816e-10
3232;1.0559104142551e-10
3233;8.06987238966953e-11
3234;6.26581201945739e-11
3235;3.77718181302215e-11
3236;2.16143257463341e-11
3237;9.98908076002907e-12
3238;1.45594424795167e-12
3239;-8.42991353216289e-12
3240;-1.16806740575695e-11
3241;7.50185254327144e-11
3242;1.64377342711704e-10
3243;2.29008843482806e-10
3244;2.75184388693318e-10
3245;3.08174806892385e-10
3246;3.31635918124857e-10
3247;3.48384094484995e-10
3248;3.6048169942232e-10
3249;3.68506018614016e-10
3250;3.74103491714898e-10
3251;3.78207100559577e-10
3252;3.8075077597143e-10
3253;2.25914681702488e-10
3254;1.53294100673641e-10
3255;1.01331822376656e-10
3256;6.48016395354255e-11
3257;3.84114009773687e-11
3258;2.17964674922622e-11
3259;6.74129111950816e-12
3260;-4.59176146496193e-12
3261;-1.25456141644579e-11
3262;-1.91778956590348e-11
3263;-2.41715720485359e-11
3264;-2.71340032849283e-11
3265;5.95591561871039e-11
3266;1.51340525749553e-10
3267;2.17297538590219e-10
3268;2.64303648554343e-10
3269;2.97847551719413e-10
3270;3.21830440505646e-10
3271;3.39084902252771e-10
3272;3.55064939238275e-10
3273;3.62306501914877e-10
3274;3.70498535700974e-10
3275;3.75919503127476e-10
3276;3.79185707011311e-10
3277;2.18466986787227e-10
3278;1.36851938839542e-10
3279;8.44749003782544e-11
3280;4.79334135267064e-11
3281;2.16397596965135e-11
3282;2.47286322427909e-12
3283;-1.11843402028081e-11
3284;-2.0674674116936e-11
3285;-2.76077125678531e-11
3286;-3.27493378919382e-11
3287;-3.66793842182997e-11
3288;-3.98416249427645e-11
3289;4.75785264968801e-11
3290;1.41338934030691e-10
3291;2.09754027294081e-10
